id,carat,cut,color,clarity,depth,table,x,y,z,price
16404,0.3,Ideal,E,VS2,62.0,55.0,4.31,4.27,2.66,844
16405,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,620
16406,0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586
16407,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3261
16408,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,10933
16409,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163
16410,1.2,Ideal,I,VS2,62.3,57.0,6.74,6.8,4.22,5736
16411,0.56,Ideal,E,VS2,62.6,57.0,5.26,5.29,3.3,1819
16412,0.66,Ideal,D,VS2,61.8,56.0,5.6,5.57,3.45,1981
16413,0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
16414,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,4318
16415,0.7,Ideal,G,VVS2,59.9,58.0,5.78,5.8,3.47,3234
16416,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2792
16417,0.61,Very Good,F,VS2,62.6,60.0,5.34,5.39,3.36,1805
16418,1.27,Premium,I,VS2,62.6,59.0,6.95,6.86,4.32,6116
16419,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
16420,1.0,Premium,I,SI2,61.6,59.0,6.41,6.34,3.93,3780
16421,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007
16422,0.27,Ideal,I,VVS2,61.6,55.0,4.17,4.21,2.58,480
16423,0.3,Very Good,D,VS2,62.6,61.0,4.22,4.25,2.65,710
16424,1.5,Premium,I,SI2,62.7,57.0,7.35,7.28,4.59,7526
16425,0.46,Very Good,G,VVS2,62.7,53.0,4.93,4.96,3.1,1216
16426,0.71,Very Good,F,SI1,63.0,55.0,5.65,5.71,3.58,2416
16427,0.55,Premium,D,VS1,62.0,58.0,5.26,5.28,3.27,1975
16428,0.53,Premium,H,SI2,62.5,60.0,5.16,5.18,3.23,1015
16429,0.62,Ideal,H,VS2,62.8,57.0,5.43,5.4,3.4,1652
16430,1.0,Premium,D,SI2,58.3,61.0,6.59,6.54,3.83,4626
16431,0.31,Good,G,VS1,63.3,57.0,4.28,4.31,2.72,583
16432,1.26,Premium,J,SI1,61.8,58.0,6.91,6.88,4.26,5080
16433,0.5,Premium,H,VVS1,62.5,58.0,5.05,5.1,3.17,1710
16434,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
16435,0.5,Ideal,E,SI1,60.8,57.0,5.09,5.14,3.11,1410
16436,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
16437,1.12,Premium,H,SI2,61.0,56.0,6.68,6.65,4.07,4077
16438,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
16439,0.82,Very Good,F,SI2,59.7,57.0,6.12,6.14,3.66,2841
16440,0.68,Premium,D,SI1,59.8,59.0,5.72,5.66,3.4,1909
16441,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,2863
16442,0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63,2609
16443,0.51,Ideal,D,SI1,62.4,57.0,5.11,5.15,3.2,1548
16444,1.01,Ideal,G,VS2,61.0,56.0,6.46,6.49,3.95,6855
16445,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,4981
16446,1.2,Good,F,SI2,59.0,60.0,6.9,6.97,4.09,5514
16447,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7466
16448,2.01,Premium,I,SI2,62.0,56.0,8.01,7.87,4.92,12338
16449,0.5,Premium,G,VS1,59.4,60.0,5.17,5.13,3.06,1746
16450,1.62,Premium,F,SI2,61.6,60.0,7.52,7.55,4.64,9106
16451,0.41,Ideal,E,SI2,59.8,55.0,4.93,4.81,2.91,876
16452,0.42,Premium,F,VS1,60.9,59.0,4.85,4.8,2.94,1103
16453,0.33,Ideal,H,VVS2,61.9,55.0,4.45,4.47,2.76,666
16454,0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68,694
16455,1.52,Ideal,H,SI1,61.3,57.0,7.38,7.32,4.51,9448
16456,0.74,Premium,H,SI1,62.4,58.0,5.75,5.7,3.57,2300
16457,0.5,Very Good,D,VS2,61.2,56.0,5.14,5.16,3.15,1628
16458,0.43,Ideal,D,SI1,62.5,55.0,4.8,4.83,3.01,774
16459,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,816
16460,0.93,Fair,H,SI1,64.6,58.0,6.13,6.07,3.94,3750
16461,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
16462,1.51,Ideal,G,VS2,60.8,54.0,7.45,7.43,4.52,12210
16463,0.52,Ideal,F,VS2,60.6,55.0,5.19,5.27,3.17,1662
16464,0.9,Very Good,D,SI1,60.4,59.0,6.21,6.24,3.76,4846
16465,0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.48,2.76,880
16466,0.55,Ideal,F,VS2,60.9,56.0,5.3,5.34,3.24,1709
16467,2.03,Ideal,I,VS2,59.9,60.0,8.17,8.27,4.92,15826
16468,1.01,Very Good,I,SI1,62.7,56.0,6.36,6.43,4.01,4212
16469,0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,1131
16470,0.27,Ideal,E,VVS2,62.1,57.0,4.13,4.15,2.57,622
16471,1.29,Fair,H,I1,67.7,62.0,6.69,6.59,4.5,2596
16472,1.0,Premium,H,VS2,61.9,61.0,6.37,6.23,3.9,4536
16473,0.31,Very Good,G,VS1,60.4,59.0,4.37,4.41,2.65,542
16474,0.76,Premium,F,SI2,60.5,60.0,5.92,5.89,3.57,2491
16475,1.23,Good,I,VS1,63.6,59.0,6.85,6.76,4.33,5940
16476,0.91,Very Good,D,VS2,59.6,58.0,6.32,6.34,3.77,5825
16477,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
16478,0.72,Ideal,G,SI1,60.7,56.0,5.79,5.82,3.53,2776
16479,0.72,Ideal,E,VS2,62.0,56.0,5.73,5.76,3.56,2962
16480,0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015
16481,0.53,Ideal,G,VVS2,60.6,56.0,5.25,5.28,3.19,1932
16482,2.02,Premium,G,SI2,63.0,59.0,8.05,7.95,5.03,15014
16483,0.96,Premium,H,SI1,63.0,58.0,6.27,6.23,3.94,4026
16484,0.91,Fair,E,SI1,65.0,62.0,6.09,6.04,3.94,4256
16485,1.0,Premium,E,VS1,63.0,60.0,6.38,6.32,4.0,7096
16486,0.95,Very Good,J,VVS2,60.5,59.0,6.33,6.36,3.84,4098
16487,0.73,Premium,G,VS1,63.0,57.0,5.75,5.67,3.6,2683
16488,0.73,Premium,F,SI1,61.2,60.0,5.78,5.73,3.52,2599
16489,0.41,Very Good,H,VVS2,62.4,54.0,4.75,4.77,2.97,873
16490,1.01,Premium,G,VVS2,61.5,61.0,6.44,6.38,3.94,5963
16491,1.5,Very Good,H,SI1,61.5,62.0,7.24,7.3,4.47,8791
16492,2.02,Premium,H,VS2,60.8,62.0,8.17,8.12,4.95,18207
16493,0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,1367
16494,0.7,Premium,H,VS2,60.7,59.0,5.66,5.68,3.44,2394
16495,0.26,Ideal,H,VVS1,61.2,56.0,4.16,4.11,2.53,600
16496,1.02,Very Good,F,VVS2,59.9,57.0,6.54,6.59,3.93,9246
16497,0.81,Good,F,SI1,64.3,53.0,5.91,5.97,3.81,2718
16498,0.33,Ideal,I,VS2,61.5,57.0,4.42,4.49,2.74,463
16499,0.57,Good,G,VS2,58.2,66.0,5.34,5.45,3.14,1816
16500,0.26,Very Good,E,VS2,62.1,56.0,4.11,4.13,2.56,452
16501,1.02,Ideal,D,VS1,62.0,56.0,6.46,6.5,4.02,8658
16502,1.01,Very Good,D,SI1,61.5,61.0,6.37,6.47,3.95,5542
16503,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64,3387
16504,0.51,Ideal,D,VS1,62.4,57.0,5.09,5.13,3.19,1779
16505,0.47,Good,F,VS1,60.0,60.1,5.04,5.06,3.03,1243
16506,0.5,Good,G,VVS1,63.3,56.0,5.07,5.1,3.22,1966
16507,0.31,Ideal,E,VS2,62.3,57.0,4.35,4.32,2.7,872
16508,0.59,Premium,F,SI1,61.7,60.0,5.37,5.39,3.32,1412
16509,0.31,Good,G,VS1,63.8,57.0,4.33,4.29,2.75,802
16510,1.0,Premium,J,VS2,60.3,58.0,6.49,6.44,3.9,3790
16511,0.55,Very Good,D,SI1,61.6,56.0,5.24,5.28,3.24,1580
16512,1.23,Premium,G,VS2,61.1,57.0,6.96,6.91,4.24,8128
16513,0.53,Ideal,F,VVS2,60.8,56.0,5.22,5.24,3.18,2160
16514,0.36,Premium,F,SI1,61.1,60.0,4.62,4.57,2.81,616
16515,0.24,Very Good,D,VS2,61.4,60.0,3.98,4.0,2.45,373
16516,1.7,Ideal,F,VS2,62.4,57.0,7.65,7.57,4.75,17360
16517,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,875
16518,0.9,Very Good,G,VS1,62.4,58.0,6.14,6.16,3.84,4297
16519,0.33,Very Good,G,VS2,61.5,59.4,4.45,4.49,2.75,623
16520,1.44,Premium,I,VS1,62.6,59.0,7.08,7.14,4.45,8426
16521,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,596
16522,0.5,Premium,E,SI2,61.7,58.0,5.12,5.06,3.14,1240
16523,0.8,Ideal,F,SI1,60.5,57.0,6.02,6.07,3.66,3420
16524,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,9296
16525,1.42,Good,H,SI2,61.8,61.0,7.01,7.09,4.36,7437
16526,0.38,Very Good,D,VS2,63.4,55.0,4.67,4.63,2.95,1117
16527,0.79,Ideal,F,SI1,61.2,56.0,5.96,6.01,3.66,3169
16528,1.03,Premium,G,SI1,61.9,56.0,6.54,6.48,4.03,5037
16529,0.28,Ideal,F,IF,62.0,53.0,4.23,4.29,2.64,825
16530,0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51,2822
16531,0.5,Very Good,I,SI1,62.5,57.0,5.06,5.09,3.17,1035
16532,0.46,Premium,D,VS2,60.9,58.0,4.97,4.94,3.02,1388
16533,1.0,Good,F,VS2,63.3,55.0,6.29,6.34,4.0,6267
16534,1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,5604
16535,0.3,Ideal,E,VVS2,61.7,53.8,4.31,4.34,2.67,779
16536,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,3845
16537,0.32,Ideal,E,VS2,61.3,56.0,4.41,4.46,2.72,612
16538,2.17,Ideal,I,SI1,60.7,57.0,8.38,8.42,5.1,17747
16539,0.41,Ideal,G,VVS1,61.7,55.0,4.77,4.79,2.95,1151
16540,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,6237
16541,0.57,Very Good,J,VS1,62.9,57.0,5.25,5.28,3.31,1270
16542,0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,2817
16543,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91,700
16544,1.02,Premium,F,VVS2,62.9,59.0,6.42,6.37,4.02,9103
16545,0.44,Ideal,E,VS1,61.5,56.0,4.92,4.9,3.02,1155
16546,0.32,Premium,E,SI1,62.2,57.0,4.43,4.38,2.74,720
16547,0.53,Ideal,H,VVS2,61.8,56.0,5.2,5.22,3.22,1674
16548,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
16549,2.01,Premium,I,SI1,60.2,59.0,8.18,8.12,4.91,17474
16550,0.32,Very Good,H,SI1,62.2,56.0,4.36,4.39,2.72,449
16551,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1744
16552,0.25,Fair,D,VS1,61.2,55.0,4.09,4.11,2.51,563
16553,0.42,Ideal,D,VS1,61.8,57.0,4.82,4.79,2.97,1388
16554,0.33,Ideal,I,VVS1,61.7,55.7,4.43,4.45,2.74,570
16555,1.17,Ideal,G,VS2,62.0,56.0,6.71,6.74,4.17,7413
16556,1.02,Premium,H,VS1,62.1,59.0,6.43,6.38,3.98,5569
16557,1.04,Ideal,G,VS2,61.4,57.0,6.5,6.53,4.0,6177
16558,2.11,Premium,H,VS2,60.8,61.0,8.32,8.28,5.05,16395
16559,0.31,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1046
16560,0.35,Ideal,F,VS1,62.4,57.0,4.49,4.52,2.81,788
16561,1.01,Good,E,SI2,63.9,55.0,6.38,6.33,4.08,4440
16562,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2295
16563,1.71,Premium,G,VS2,61.3,58.0,7.79,7.7,4.75,13951
16564,1.53,Fair,I,VS2,57.7,69.0,7.6,7.51,4.36,8996
16565,1.05,Ideal,G,VVS1,60.1,57.0,6.63,6.68,4.0,8546
16566,0.48,Good,G,VS2,60.3,60.7,5.06,5.11,3.06,1130
16567,2.51,Fair,H,SI2,64.7,57.0,8.44,8.5,5.48,18308
16568,0.6,Good,G,VS2,64.3,57.0,5.31,5.38,3.43,1793
16569,1.16,Ideal,D,SI2,62.5,56.0,6.7,6.8,4.23,5615
16570,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
16571,1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22,4259
16572,0.56,Good,D,SI2,63.2,54.0,5.24,5.26,3.32,1258
16573,1.26,Ideal,G,VVS1,62.1,57.0,6.91,7.01,4.32,10720
16574,1.14,Ideal,G,SI2,63.0,57.0,6.7,6.64,4.2,4558
16575,0.42,Very Good,F,SI2,61.5,59.0,4.81,4.85,2.97,710
16576,2.05,Very Good,H,SI2,62.4,58.0,8.1,8.15,5.07,15949
16577,0.36,Ideal,G,SI2,62.3,54.0,4.57,4.61,2.86,505
16578,0.38,Ideal,E,VS1,62.2,54.0,4.65,4.63,2.89,1211
16579,1.51,Good,I,VS1,64.0,60.0,7.1,7.19,4.57,8975
16580,0.41,Ideal,E,VS1,60.5,58.0,4.81,4.85,2.92,997
16581,1.62,Ideal,G,VS1,62.7,56.0,7.44,7.51,4.69,15246
16582,1.53,Premium,G,VS2,61.8,59.0,7.45,7.31,4.56,12717
16583,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,4565
16584,0.34,Premium,I,SI1,60.2,59.0,4.52,4.55,2.73,447
16585,0.32,Very Good,H,VVS1,62.9,58.0,4.34,4.37,2.74,730
16586,0.4,Ideal,E,SI1,62.5,57.0,4.74,4.7,2.95,907
16587,1.25,Good,J,SI1,63.6,57.0,6.86,6.81,4.35,5110
16588,1.0,Very Good,I,SI1,63.1,58.0,6.3,6.35,3.99,4149
16589,1.54,Ideal,F,SI1,61.9,56.0,7.44,7.38,4.59,12195
16590,1.01,Ideal,I,VS1,62.9,56.0,6.43,6.38,4.03,4118
16591,0.71,Ideal,I,SI1,61.9,56.0,5.71,5.74,3.54,2660
16592,1.03,Premium,H,SI2,62.7,62.0,6.43,6.38,4.02,3749
16593,2.1,Ideal,H,SI1,61.7,53.0,8.3,8.19,5.09,15035
16594,1.2,Ideal,J,VS2,62.2,54.0,6.84,6.8,4.24,4106
16595,0.55,Ideal,J,VS2,60.4,58.0,5.29,5.34,3.21,1133
16596,0.98,Fair,F,SI2,61.6,66.0,6.46,6.24,3.92,2958
16597,1.23,Ideal,F,VVS2,63.0,55.0,6.89,6.79,4.31,10580
16598,1.03,Very Good,E,VS1,61.5,58.0,6.43,6.55,3.99,7477
16599,0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
16600,0.3,Ideal,H,VS2,62.1,55.0,4.33,4.36,2.7,491
16601,3.0,Premium,G,I1,59.7,60.0,9.42,9.26,5.58,13203
16602,1.27,Very Good,H,SI1,62.3,58.0,6.87,6.94,4.3,7125
16603,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,706
16604,0.53,Premium,I,VS2,58.5,60.0,5.37,5.33,3.13,1209
16605,0.9,Premium,F,SI2,60.6,59.0,6.27,6.21,3.78,3951
16606,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,2459
16607,1.0,Premium,G,VS2,62.2,58.0,6.54,6.49,3.94,6048
16608,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,465
16609,0.41,Premium,E,VVS2,60.9,60.0,4.81,4.82,2.93,1187
16610,0.34,Very Good,F,VS1,61.1,60.0,4.46,4.51,2.74,795
16611,0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103
16612,0.35,Ideal,E,VVS1,62.0,56.0,4.51,4.58,2.82,1044
16613,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322
16614,0.32,Premium,F,VS2,59.5,61.0,4.46,4.42,2.64,828
16615,0.31,Good,H,VVS2,63.7,55.0,4.32,4.28,2.74,802
16616,1.08,Premium,F,SI2,59.9,58.0,6.75,6.66,4.01,3931
16617,1.02,Very Good,H,VS2,62.4,57.0,6.35,6.4,3.98,5565
16618,0.3,Premium,E,SI1,62.1,60.0,4.29,4.27,2.66,675
16619,0.64,Ideal,H,SI1,61.7,55.0,5.54,5.57,3.43,1880
16620,0.35,Ideal,F,SI2,62.8,55.0,4.53,4.48,2.83,591
16621,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49,6145
16622,1.33,Premium,F,SI2,59.9,58.0,7.17,7.13,4.28,6790
16623,0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,876
16624,0.9,Premium,E,SI1,62.8,58.0,6.13,6.09,3.84,4677
16625,0.9,Very Good,H,SI2,62.0,58.0,6.11,6.12,3.79,3324
16626,0.23,Very Good,F,VVS2,60.8,59.0,3.97,3.99,2.42,472
16627,1.01,Premium,G,SI1,60.8,60.0,6.47,6.39,3.91,5090
16628,0.3,Premium,G,VS1,61.8,60.0,4.32,4.29,2.66,776
16629,0.31,Very Good,E,VS2,62.9,56.0,4.29,4.33,2.71,680
16630,0.36,Ideal,E,VS2,61.9,56.0,4.56,4.55,2.82,1013
16631,0.9,Good,F,VS2,63.6,59.0,6.11,6.06,3.87,4234
16632,0.5,Very Good,F,VS1,62.6,59.0,5.03,5.06,3.16,1738
16633,0.33,Ideal,D,SI2,62.0,57.0,4.45,4.46,2.76,492
16634,1.04,Ideal,J,SI1,60.8,57.0,6.54,6.59,3.99,4059
16635,0.31,Ideal,G,VS2,61.4,57.0,4.37,4.33,2.67,698
16636,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,6860
16637,1.2,Ideal,F,VS1,60.7,57.0,6.89,6.85,4.17,9596
16638,1.0,Very Good,J,SI2,62.8,54.0,6.35,6.43,4.01,3991
16639,0.24,Very Good,F,VS1,63.0,59.0,3.93,3.97,2.49,419
16640,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,13061
16641,1.09,Ideal,H,SI1,62.3,55.0,6.61,6.58,4.11,5219
16642,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384
16643,2.0,Very Good,E,SI2,63.4,60.0,7.97,7.92,5.04,14763
16644,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,5299
16645,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,850
16646,1.57,Very Good,H,SI1,59.6,58.0,7.61,7.65,4.55,10447
16647,1.0,Very Good,D,SI2,60.5,60.0,6.41,6.44,3.89,5227
16648,0.4,Good,E,SI1,63.5,57.0,4.7,4.72,2.99,687
16649,0.26,Very Good,E,VVS2,63.0,58.0,4.08,4.11,2.58,597
16650,0.31,Premium,G,VS2,59.0,60.0,4.41,4.37,2.59,698
16651,1.73,Premium,E,SI1,62.6,58.0,7.67,7.59,4.78,16253
16652,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266
16653,0.41,Ideal,D,VS2,62.4,54.0,4.78,4.74,2.97,1076
16654,1.2,Ideal,G,VVS2,61.0,56.0,6.86,6.88,4.19,11530
16655,1.51,Very Good,D,VS1,62.8,57.0,7.23,7.29,4.56,15513
16656,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
16657,0.54,Very Good,F,VS2,59.5,58.0,5.29,5.36,3.17,1662
16658,1.02,Very Good,D,VS2,63.4,54.0,6.38,6.33,4.03,6909
16659,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
16660,0.55,Good,J,VS2,64.1,54.0,5.21,5.18,3.33,1134
16661,0.38,Ideal,D,VS1,61.0,57.0,4.66,4.69,2.85,955
16662,1.76,Very Good,G,VS1,62.8,55.4,7.7,7.74,4.85,18014
16663,0.3,Very Good,E,VS2,62.8,56.0,4.28,4.32,2.7,658
16664,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2964
16665,0.26,Ideal,E,VVS1,62.0,56.0,4.09,4.13,2.55,599
16666,1.2,Good,I,SI1,62.3,58.0,6.66,6.72,4.17,5211
16667,0.39,Ideal,E,I1,62.8,57.0,4.66,4.61,2.91,655
16668,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279
16669,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5712
16670,0.9,Premium,G,SI1,60.1,59.0,6.25,6.2,3.74,3326
16671,0.34,Premium,E,VS1,59.9,58.0,4.54,4.58,2.73,805
16672,0.37,Premium,E,VS2,58.9,61.0,4.68,4.66,2.75,1041
16673,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,10618
16674,1.01,Very Good,D,SI2,59.7,58.0,6.55,6.61,3.93,4564
16675,0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
16676,0.3,Ideal,E,VS2,62.2,57.0,4.26,4.32,2.67,622
16677,1.01,Very Good,J,VS1,59.5,59.0,6.54,6.6,3.91,4588
16678,0.51,Very Good,E,SI1,62.8,61.0,5.06,5.07,3.18,1343
16679,0.26,Very Good,F,VS1,59.5,58.0,4.18,4.23,2.5,453
16680,0.41,Ideal,G,SI1,62.6,54.0,4.78,4.74,2.98,923
16681,0.9,Ideal,I,VS1,62.9,58.0,6.13,6.18,3.87,3867
16682,0.51,Ideal,D,VS2,61.8,55.0,5.1,5.16,3.17,1787
16683,0.38,Very Good,F,VS2,62.8,57.0,4.58,4.62,2.89,800
16684,0.51,Good,H,SI1,63.4,57.0,5.06,5.09,3.22,1119
16685,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
16686,0.92,Premium,F,SI1,62.6,59.0,6.19,6.23,3.89,3749
16687,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,776
16688,2.01,Very Good,H,SI2,63.4,60.0,7.97,7.89,5.03,11780
16689,1.26,Ideal,H,SI1,61.0,56.0,7.0,7.04,4.28,6715
16690,1.74,Ideal,D,SI2,64.5,56.0,7.56,7.54,4.87,12361
16691,0.55,Ideal,J,VVS1,62.4,54.0,5.25,5.29,3.29,1238
16692,1.05,Ideal,H,SI1,62.0,56.0,6.53,6.46,4.03,4223
16693,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,6223
16694,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,706
16695,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1007
16696,0.3,Good,E,SI1,63.2,56.0,4.27,4.3,2.71,526
16697,1.53,Ideal,G,VVS2,61.0,55.0,7.44,7.5,4.56,15365
16698,0.31,Ideal,E,VVS2,61.2,56.0,4.37,4.39,2.68,979
16699,1.51,Premium,F,VS2,61.9,60.0,7.29,7.25,4.5,12202
16700,1.31,Ideal,I,VS1,64.3,59.0,6.87,6.84,4.41,6573
16701,0.35,Premium,F,VS2,61.5,59.0,4.55,4.53,2.79,906
16702,0.54,Premium,E,VS2,59.6,59.0,5.32,5.26,3.16,1555
16703,0.9,Very Good,G,SI1,63.8,53.0,6.1,6.16,3.91,3615
16704,0.41,Ideal,F,SI1,61.8,55.0,4.75,4.8,2.95,711
16705,1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914
16706,1.01,Ideal,F,VVS2,61.6,56.0,6.43,6.49,3.98,8971
16707,0.33,Premium,F,VS2,62.1,59.0,4.44,4.39,2.74,854
16708,0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,715
16709,0.39,Ideal,F,VS2,61.2,57.0,4.69,4.73,2.88,970
16710,0.5,Ideal,I,VS1,61.9,54.0,5.12,5.16,3.18,1130
16711,0.31,Ideal,H,VVS1,61.8,57.0,4.32,4.35,2.68,707
16712,1.71,Premium,H,VS2,58.8,60.0,7.85,7.8,4.6,12607
16713,2.19,Ideal,I,SI2,62.5,56.0,8.31,8.24,5.18,15254
16714,1.01,Fair,E,SI1,65.3,59.0,6.13,6.19,4.02,4844
16715,1.55,Very Good,I,VS1,59.0,58.0,7.56,7.63,4.48,10711
16716,1.06,Ideal,F,IF,61.0,57.0,6.64,6.55,4.02,11195
16717,0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,1052
16718,0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684
16719,1.03,Ideal,J,SI1,62.1,55.0,6.46,6.51,4.03,4221
16720,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,5602
16721,0.37,Very Good,H,VS1,59.8,59.0,4.66,4.7,2.8,695
16722,0.76,Premium,H,VVS1,60.7,58.0,5.9,5.93,3.59,3311
16723,0.55,Ideal,F,VS1,60.6,56.0,5.33,5.37,3.24,1890
16724,0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18,1668
16725,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
16726,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606
16727,1.61,Very Good,J,VS2,61.7,59.0,7.46,7.51,4.62,7703
16728,0.73,Ideal,G,VVS2,61.9,56.0,5.81,5.75,3.58,3127
16729,1.03,Ideal,G,VS1,61.7,56.0,6.47,6.53,4.01,7587
16730,0.52,Ideal,D,SI1,60.0,56.0,5.19,5.24,3.13,1600
16731,1.12,Ideal,F,VS2,61.9,55.0,6.68,6.73,4.15,7589
16732,0.23,Very Good,E,VVS2,61.9,60.0,3.93,3.96,2.44,505
16733,0.56,Very Good,E,IF,59.9,60.0,5.31,5.38,3.2,2724
16734,0.7,Very Good,I,SI1,63.8,56.0,5.58,5.62,3.57,1973
16735,0.92,Good,H,VS2,63.4,57.0,6.11,6.17,3.89,4247
16736,1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5,7520
16737,0.51,Good,G,VVS1,63.9,57.0,5.06,5.08,3.24,1925
16738,0.7,Ideal,I,VVS2,61.8,56.0,5.69,5.75,3.54,2530
16739,0.91,Very Good,E,SI1,61.9,61.0,6.11,6.14,3.79,4031
16740,0.5,Very Good,F,VS1,62.0,58.0,5.08,5.11,3.16,1692
16741,1.0,Very Good,F,SI1,61.6,61.0,6.3,6.37,3.9,5197
16742,1.21,Ideal,G,VS2,60.1,57.0,6.94,6.98,4.18,9873
16743,0.5,Premium,E,VS1,62.2,58.0,5.03,5.06,3.14,1675
16744,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,526
16745,1.5,Good,G,SI2,63.1,57.0,7.25,7.29,4.59,9116
16746,0.34,Premium,D,SI2,60.8,60.0,4.53,4.49,2.74,650
16747,0.71,Ideal,F,SI1,61.5,56.0,5.69,5.76,3.52,2610
16748,0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58,2805
