id,carat,cut,color,clarity,depth,table,x,y,z
8157,1.74,Very Good,H,SI2,62.1,59.0,7.65,7.78,4.79
8158,0.4,Ideal,D,VS2,61.6,57.0,4.77,4.71,2.92
8159,0.31,Premium,I,VS2,61.1,58.0,4.36,4.38,2.67
8160,1.02,Ideal,D,VS1,61.2,56.0,6.48,6.53,3.98
8161,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71
8162,0.72,Ideal,G,VS2,62.0,56.0,5.75,5.79,3.58
8163,0.54,Ideal,H,VS1,61.8,56.0,5.21,5.25,3.23
8164,0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73
8165,0.77,Premium,G,VS2,61.2,58.0,5.9,5.93,3.62
8166,1.01,Very Good,E,VS2,61.9,55.0,6.38,6.44,3.97
8167,0.36,Ideal,H,VVS1,61.8,56.0,4.6,4.63,2.85
8168,0.59,Ideal,G,SI1,62.3,55.0,5.37,5.39,3.35
8169,1.01,Very Good,G,SI1,63.4,58.0,6.33,6.28,4.0
8170,1.5,Premium,G,VS1,62.4,60.0,7.29,7.22,4.53
8171,0.31,Premium,I,VVS2,62.1,58.0,4.33,4.3,2.68
8172,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91
8173,0.34,Good,I,SI1,63.7,54.0,4.48,4.43,2.84
8174,1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95
8175,1.52,Ideal,F,VS2,62.8,55.0,7.37,7.28,4.6
8176,0.62,Ideal,G,SI2,60.6,57.0,5.53,5.56,3.36
8177,0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81
8178,0.5,Ideal,F,VVS2,62.0,55.0,5.1,5.12,3.17
8179,1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19
8180,1.01,Very Good,H,SI1,62.8,58.0,6.36,6.38,4.0
8181,2.28,Premium,J,VS2,62.9,58.0,8.42,8.34,5.27
8182,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89
8183,1.09,Ideal,H,SI1,60.9,55.0,6.72,6.69,4.08
8184,0.71,Ideal,I,SI2,61.6,56.0,5.72,5.74,3.53
8185,0.34,Good,G,VS2,63.1,57.0,4.43,4.47,2.81
8186,1.22,Ideal,J,SI1,60.6,56.0,6.96,6.95,4.22
8187,0.38,Premium,E,VS1,60.7,59.0,4.73,4.69,2.86
8188,0.3,Very Good,E,SI2,63.5,55.0,4.3,4.27,2.72
8189,1.0,Good,F,SI1,64.0,57.0,6.29,6.33,4.04
8190,0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18
8191,1.18,Ideal,I,VS1,62.6,55.0,6.79,6.73,4.24
8192,1.76,Very Good,I,SI2,62.0,57.0,7.7,7.74,4.78
8193,0.4,Good,J,VS2,64.0,57.0,4.7,4.67,3.0
8194,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69
8195,1.11,Ideal,G,VS2,61.2,56.0,6.68,6.65,4.08
8196,1.1,Very Good,G,SI1,62.3,58.0,6.55,6.61,4.1
8197,0.35,Premium,H,VVS1,59.9,59.0,4.61,4.57,2.75
8198,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72
8199,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05
8200,0.43,Ideal,F,IF,61.5,56.0,4.89,4.86,3.0
8201,0.79,Ideal,F,VVS1,61.5,55.0,5.98,5.95,3.67
8202,0.51,Premium,D,VS1,59.5,57.0,5.24,5.21,3.11
8203,0.5,Ideal,H,SI1,62.0,56.0,5.09,5.12,3.16
8204,0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98
8205,0.3,Very Good,J,VS1,63.4,57.0,4.26,4.23,2.69
8206,0.27,Ideal,D,VVS1,61.7,57.0,4.2,4.16,2.58
8207,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85
8208,0.79,Ideal,I,SI1,60.5,58.0,5.97,5.99,3.62
8209,1.23,Ideal,G,SI2,61.6,55.0,6.91,6.88,4.25
8210,0.34,Ideal,F,IF,61.7,55.0,4.49,4.52,2.78
8211,1.5,Ideal,I,I1,61.8,57.0,7.31,7.39,4.54
8212,1.23,Ideal,I,VS1,61.6,54.0,6.9,6.94,4.26
8213,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24
8214,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37
8215,0.31,Ideal,E,VS2,61.9,55.0,4.38,4.34,2.7
8216,0.73,Good,E,VS2,63.2,56.0,5.75,5.76,3.64
8217,0.31,Premium,D,VS2,61.7,59.0,4.31,4.34,2.67
8218,0.51,Very Good,E,VVS2,61.4,59.0,5.1,5.16,3.15
8219,1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4
8220,1.36,Ideal,G,SI1,61.0,56.0,7.17,7.2,4.38
8221,1.2,Premium,J,SI1,60.7,60.0,6.88,6.92,4.19
8222,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98
8223,0.3,Ideal,E,VS2,60.2,57.0,4.38,4.36,2.63
8224,1.23,Very Good,E,VVS2,60.4,62.0,6.88,6.93,4.17
8225,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89
8226,0.33,Very Good,I,IF,59.0,61.0,4.49,4.56,2.67
8227,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16
8228,1.05,Ideal,I,SI1,61.0,57.0,6.55,6.62,4.02
8229,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18
8230,0.3,Ideal,E,SI1,62.1,56.0,4.31,4.36,2.69
8231,0.31,Premium,E,VS2,60.5,60.0,4.34,4.36,2.63
8232,1.13,Premium,H,SI1,61.2,59.0,6.68,6.65,4.08
8233,0.53,Ideal,D,VS2,61.4,56.0,5.21,5.18,3.19
8234,0.33,Ideal,I,VS2,62.4,56.0,4.39,4.43,2.75
8235,0.44,Premium,G,SI1,61.9,59.0,4.82,4.87,3.0
8236,0.42,Ideal,G,VVS1,61.2,56.0,4.85,4.86,2.97
8237,0.41,Very Good,H,IF,62.9,54.0,4.71,4.74,2.97
8238,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94
8239,0.32,Ideal,D,VS2,62.0,55.0,4.42,4.38,2.73
8240,0.33,Ideal,D,VS1,61.0,56.0,4.49,4.52,2.75
8241,1.51,Premium,I,VS2,61.8,59.0,7.36,7.4,4.56
8242,0.95,Very Good,J,VS2,63.5,56.0,6.24,6.27,3.97
8243,0.73,Ideal,G,SI2,61.8,56.0,5.76,5.83,3.58
8244,1.23,Premium,J,VS1,62.7,58.0,6.82,6.79,4.27
8245,0.5,Ideal,D,SI1,61.9,57.0,5.08,5.06,3.14
8246,0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78
8247,1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23
8248,0.55,Very Good,I,SI2,63.1,58.0,5.15,5.19,3.26
8249,1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04
8250,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65
8251,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84
8252,0.52,Very Good,G,VS2,63.3,57.0,5.11,5.09,3.23
8253,0.9,Very Good,D,SI2,62.5,55.0,6.16,6.2,3.86
8254,0.82,Very Good,E,VS2,60.4,61.0,6.06,6.09,3.67
8255,1.51,Ideal,H,SI1,62.8,55.0,7.32,7.29,4.59
8256,0.4,Ideal,I,VS1,61.9,57.0,4.73,4.74,2.93
8257,0.32,Premium,G,VS2,61.9,58.0,4.43,4.36,2.72
8258,1.5,Good,G,SI1,60.2,61.0,7.27,7.32,4.39
8259,0.5,Premium,D,VS2,62.1,58.0,5.03,5.08,3.14
8260,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82
8261,1.5,Premium,F,VS1,60.2,59.0,7.41,7.37,4.45
8262,1.21,Premium,H,VS1,62.5,59.0,6.8,6.74,4.23
8263,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63
8264,1.71,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72
8265,0.3,Ideal,F,VVS2,62.1,57.0,4.25,4.28,2.65
8266,1.19,Very Good,F,SI1,60.8,59.0,6.85,6.89,4.18
8267,0.25,Ideal,G,VS2,61.4,57.0,4.08,4.1,2.51
8268,1.52,Premium,D,SI1,58.4,60.0,7.57,7.52,4.41
8269,2.11,Premium,I,SI2,62.3,56.0,8.23,8.13,5.1
8270,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59
8271,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73
8272,0.7,Premium,F,SI1,61.9,58.0,5.69,5.74,3.54
8273,0.9,Very Good,F,VS2,62.3,58.0,6.14,6.16,3.83
8274,0.74,Very Good,G,SI2,63.0,56.0,5.75,5.77,3.63
8275,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31
8276,0.57,Very Good,G,VS2,60.7,58.0,5.31,5.37,3.24
8277,1.64,Premium,I,SI2,61.3,58.0,7.62,7.58,4.66
8278,1.7,Good,J,VS2,64.0,58.0,7.41,7.47,4.76
8279,1.11,Premium,J,SI1,59.5,58.0,6.89,6.77,4.07
8280,1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99
8281,0.8,Premium,J,VS1,60.8,59.0,6.0,5.94,3.63
8282,0.71,Good,F,SI1,64.3,57.0,5.62,5.55,3.59
8283,0.54,Ideal,I,VS1,61.2,58.0,5.24,5.29,3.22
8284,1.17,Ideal,G,VS2,62.0,56.0,6.74,6.71,4.17
8285,0.27,Very Good,G,VVS1,62.9,55.0,4.12,4.15,2.6
8286,0.73,Premium,E,SI2,60.6,59.0,5.85,5.8,3.53
8287,1.11,Ideal,H,SI1,62.0,56.0,6.65,6.61,4.11
8288,0.31,Ideal,I,IF,60.9,57.0,4.39,4.44,2.69
8289,0.35,Very Good,G,SI1,63.4,56.0,4.5,4.46,2.84
8290,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66
8291,0.23,Very Good,F,VVS1,60.7,55.0,3.98,4.0,2.42
8292,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68
8293,0.55,Ideal,G,VS1,61.5,56.7,5.25,5.28,3.24
8294,1.24,Very Good,I,SI1,60.4,58.0,6.95,7.02,4.22
8295,0.31,Ideal,F,IF,61.4,56.0,4.38,4.41,2.7
8296,2.09,Premium,H,SI1,60.5,61.0,8.32,8.25,5.01
8297,0.51,Good,H,SI1,63.7,56.0,5.1,5.07,3.24
8298,2.21,Premium,J,SI2,60.6,62.0,8.45,8.37,5.1
8299,0.32,Ideal,G,SI1,61.3,56.0,4.42,4.39,2.7
8300,1.59,Ideal,I,SI1,60.2,57.0,7.56,7.72,4.6
8301,1.02,Ideal,H,SI1,60.9,57.0,6.51,6.55,3.98
8302,0.41,Ideal,F,VS2,62.3,57.0,4.78,4.75,2.97
8303,0.4,Ideal,E,VVS1,61.7,57.0,4.74,4.7,2.91
8304,1.0,Premium,G,VS1,60.6,59.0,6.42,6.48,3.91
8305,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54
8306,2.0,Premium,I,VS1,61.1,58.0,8.11,8.08,4.95
8307,0.41,Good,E,VS1,61.3,61.0,4.77,4.79,2.93
8308,0.56,Ideal,G,VVS1,61.7,57.0,5.29,5.31,3.27
8309,0.39,Premium,E,VVS2,61.1,59.0,4.68,4.74,2.88
8310,0.7,Ideal,F,VS1,61.2,54.0,5.92,5.64,3.54
8311,2.04,Very Good,I,I1,59.3,61.0,8.25,8.3,4.91
8312,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06
8313,1.67,Ideal,I,VS2,61.9,57.0,7.56,7.59,4.69
8314,0.92,Good,D,SI1,63.6,57.0,6.14,6.09,3.89
8315,1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29
8316,0.5,Good,G,VS2,57.9,61.0,5.2,5.23,3.02
8317,0.33,Ideal,H,VVS1,61.8,55.0,4.42,4.44,2.74
8318,1.56,Premium,D,SI2,61.1,56.0,7.54,7.45,4.58
8319,0.96,Fair,I,VS2,56.1,60.0,6.62,6.58,3.7
8320,0.52,Ideal,G,VVS2,62.4,55.0,5.17,5.19,3.23
8321,1.04,Premium,E,SI1,62.2,56.0,6.56,6.49,4.06
8322,0.3,Premium,E,VVS2,61.4,59.0,4.32,4.34,2.66
8323,0.9,Ideal,H,VS1,60.9,57.0,6.2,6.24,3.79
8324,0.33,Very Good,E,SI1,60.7,57.0,4.43,4.47,2.7
8325,1.5,Good,E,SI1,64.1,58.0,7.24,7.15,4.61
8326,0.23,Very Good,E,VVS2,60.8,61.0,3.91,3.94,2.39
8327,0.32,Ideal,D,VS1,60.3,57.0,4.42,4.44,2.67
8328,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59
8329,0.7,Premium,F,VVS2,62.6,59.0,5.66,5.62,3.53
8330,0.42,Ideal,D,VVS2,62.1,55.0,4.79,4.81,2.98
8331,1.0,Premium,G,VS1,61.9,60.0,6.39,6.31,3.93
8332,2.01,Premium,I,SI2,62.1,60.0,8.1,8.03,5.01
8333,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7
8334,1.02,Ideal,J,VS2,60.7,57.0,6.5,6.54,3.96
8335,0.7,Good,H,SI1,64.2,60.0,5.52,5.6,3.57
8336,0.43,Premium,G,VS2,62.9,59.0,4.83,4.78,3.02
8337,0.31,Premium,G,VS2,62.2,59.0,4.35,4.3,2.69
8338,0.34,Ideal,D,VS2,62.5,57.0,4.4,4.47,2.77
8339,0.4,Ideal,F,VVS1,61.5,56.0,4.77,4.73,2.92
8340,1.27,Premium,I,SI2,61.4,59.0,6.98,6.94,4.27
8341,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98
8342,0.23,Very Good,F,VVS2,61.0,59.0,3.93,3.97,2.41
8343,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51
8344,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62
8345,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67
8346,0.32,Premium,H,IF,61.8,58.0,4.35,4.39,2.7
8347,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24
8348,1.41,Very Good,F,SI2,61.4,59.0,7.17,7.2,4.41
8349,1.52,Ideal,I,SI2,61.3,60.0,7.33,7.39,4.51
8350,0.38,Very Good,D,VS2,61.5,62.0,4.6,4.63,2.84
8351,0.97,Good,J,VS2,60.0,56.0,6.4,6.46,3.86
8352,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12
8353,0.33,Ideal,E,SI1,61.6,55.0,4.47,4.49,2.76
8354,0.38,Ideal,E,VS2,61.9,57.0,4.66,4.61,2.87
8355,0.74,Ideal,G,VVS1,61.9,54.0,5.8,5.84,3.6
8356,0.31,Very Good,G,SI1,63.1,59.0,4.33,4.29,2.72
8357,0.31,Good,J,VS1,61.9,61.0,4.29,4.34,2.67
8358,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52
8359,1.06,Ideal,G,VS1,61.7,57.0,6.52,6.57,4.04
8360,1.5,Premium,E,SI2,60.7,55.0,7.44,7.39,4.5
8361,0.34,Ideal,E,VS2,62.2,57.0,4.46,4.42,2.76
8362,0.92,Fair,F,SI1,64.9,58.0,6.1,6.04,3.94
8363,1.04,Ideal,F,SI2,62.6,57.0,6.45,6.48,4.05
8364,1.53,Very Good,H,VS2,62.5,61.0,7.28,7.38,4.58
8365,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43
8366,0.53,Very Good,G,VS1,63.0,58.0,5.15,5.17,3.25
8367,0.37,Very Good,G,VS1,61.5,58.0,4.57,4.6,2.82
8368,0.26,Ideal,E,VVS2,62.9,58.0,4.02,4.06,2.54
8369,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44
8370,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06
8371,0.54,Premium,G,SI1,61.1,57.0,5.27,5.21,3.2
8372,0.5,Premium,E,SI1,62.3,58.0,5.09,5.15,3.19
8373,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.46,2.74
8374,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08
8375,2.4,Good,I,SI1,56.9,62.0,8.87,8.81,5.03
8376,1.18,Ideal,I,SI2,62.2,57.0,6.73,6.76,4.2
8377,0.7,Very Good,G,VVS2,60.0,60.0,5.78,5.85,3.49
8378,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72
8379,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35
8380,1.13,Ideal,D,VVS1,61.5,55.0,6.74,6.69,4.13
8381,1.01,Very Good,H,SI1,62.6,58.0,6.34,6.44,4.0
8382,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18
8383,0.33,Premium,F,SI1,62.8,58.0,4.42,4.4,2.77
8384,1.05,Premium,H,SI1,60.2,62.0,6.57,6.52,3.94
8385,0.7,Premium,D,SI2,58.3,61.0,5.74,5.7,3.33
8386,1.51,Premium,F,SI1,62.0,57.0,7.36,7.28,4.54
8387,0.52,Ideal,E,SI1,61.1,57.0,5.2,5.17,3.16
8388,0.39,Premium,F,VS2,58.8,59.0,4.83,4.8,2.83
8389,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96
8390,0.52,Ideal,E,VVS1,59.9,57.0,5.28,5.24,3.15
8391,1.2,Ideal,G,VVS1,62.2,57.0,6.77,6.81,4.22
8392,0.31,Premium,D,VS2,62.5,52.0,4.4,4.37,2.74
8393,1.21,Ideal,H,VS2,63.0,57.0,6.73,6.7,4.23
8394,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11
8395,1.0,Good,D,SI2,64.3,53.0,6.34,6.29,4.06
8396,0.31,Ideal,E,VS1,61.8,56.0,4.37,4.34,2.69
8397,0.7,Fair,F,VS1,64.9,59.0,5.56,5.59,3.62
8398,0.4,Premium,G,SI1,62.7,59.0,4.71,4.67,2.94
8399,1.59,Ideal,G,VVS2,62.6,55.0,7.47,7.44,4.67
8400,1.39,Ideal,G,IF,60.6,55.0,7.21,7.27,4.39
8401,0.31,Good,G,VVS2,63.3,57.0,4.28,4.31,2.72
8402,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64
8403,1.08,Ideal,G,VS2,61.8,55.0,6.57,6.63,4.08
8404,1.62,Ideal,J,SI1,62.4,53.2,7.47,7.51,4.68
8405,0.7,Good,F,SI1,63.1,64.0,5.61,5.58,3.53
8406,0.7,Premium,D,SI2,62.8,61.0,5.61,5.57,3.51
8407,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96
8408,1.25,Ideal,H,SI1,62.0,58.0,6.86,6.89,4.26
8409,0.91,Good,G,VS1,64.1,59.0,6.1,6.13,3.92
8410,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95
8411,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97
8412,1.04,Premium,H,SI1,58.7,61.0,6.62,6.57,3.87
8413,0.71,Ideal,F,VVS2,62.2,56.0,5.7,5.74,3.56
8414,0.34,Ideal,E,VS2,62.1,54.1,4.47,4.5,2.78
8415,0.87,Ideal,G,VS2,61.4,55.0,6.15,6.17,3.78
8416,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83
8417,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67
8418,1.57,Ideal,I,VS2,61.5,56.0,7.49,7.56,4.63
8419,0.7,Ideal,G,VS1,62.7,57.0,5.66,5.7,3.56
8420,1.05,Premium,E,SI2,59.5,59.0,6.65,6.59,3.94
8421,0.4,Very Good,E,SI1,62.9,59.0,4.69,4.72,2.96
8422,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21
8423,0.3,Very Good,G,VS1,62.1,60.0,4.24,4.3,2.65
8424,1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93
8425,0.31,Ideal,F,VS2,61.9,55.0,4.37,4.39,2.71
8426,1.7,Premium,I,VS2,61.4,59.0,7.6,7.68,4.69
8427,0.32,Premium,G,VS2,60.8,59.0,4.41,4.44,2.69
8428,0.38,Very Good,I,SI2,62.7,58.0,4.57,4.61,2.88
8429,1.2,Very Good,F,VS2,62.9,55.0,6.75,6.8,4.26
8430,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06
8431,1.9,Fair,H,SI2,67.1,64.0,7.57,7.52,5.06
8432,1.02,Ideal,G,SI2,61.4,54.0,6.55,6.52,4.01
8433,0.57,Ideal,F,VS2,62.3,55.0,5.36,5.3,3.32
8434,0.83,Ideal,D,SI1,61.5,53.0,6.09,6.07,3.74
8435,0.73,Ideal,D,VS2,62.1,56.0,5.77,5.8,3.59
8436,0.91,Premium,G,SI1,61.8,60.0,6.21,6.18,3.83
8437,0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57
8438,0.44,Good,E,VS2,59.0,64.0,5.01,4.94,2.93
8439,0.43,Premium,I,IF,61.2,58.0,4.88,4.83,2.97
8440,0.4,Ideal,F,VS1,61.4,57.0,4.74,4.77,2.92
8441,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14
8442,0.41,Good,I,VVS2,63.5,57.0,4.72,4.76,3.01
8443,0.5,Very Good,D,VS2,63.3,56.0,5.0,5.05,3.18
8444,0.5,Very Good,F,VS1,61.4,58.0,5.05,5.14,3.13
8445,0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74
8446,0.91,Ideal,G,VS1,61.3,56.0,6.28,6.21,3.83
8447,1.51,Fair,H,SI2,65.4,60.0,7.06,6.96,4.6
8448,1.44,Premium,J,SI2,58.2,58.0,7.39,7.35,4.29
8449,0.41,Very Good,E,SI2,63.4,58.0,4.75,4.71,3.0
8450,0.3,Ideal,G,VS1,61.5,56.0,4.34,4.28,2.65
8451,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93
8452,0.31,Very Good,D,SI1,63.5,55.0,4.3,4.27,2.72
8453,1.02,Ideal,H,SI1,61.7,57.0,6.45,6.48,3.99
8454,0.3,Premium,D,VS2,61.1,59.0,4.31,4.26,2.62
8455,0.71,Ideal,F,VS1,61.1,56.0,5.76,5.8,3.53
8456,0.71,Very Good,G,SI2,62.4,54.0,5.72,5.76,3.58
8457,1.04,Very Good,J,VS2,59.5,59.0,6.59,6.66,3.94
8458,0.68,Premium,H,SI1,58.7,60.0,5.8,5.76,3.39
8459,0.85,Very Good,D,SI2,61.4,60.0,6.05,6.13,3.74
8460,0.71,Very Good,G,SI1,61.2,61.0,5.66,5.71,3.48
8461,0.4,Premium,I,VVS1,59.5,59.0,4.76,4.79,2.84
8462,0.33,Ideal,G,VS1,61.5,56.0,4.45,4.48,2.74
8463,0.79,Ideal,E,SI1,62.3,55.0,5.9,5.94,3.69
8464,0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48
8465,0.81,Fair,I,VS1,66.5,53.0,5.76,5.83,3.86
8466,0.92,Good,D,SI2,63.3,59.0,6.12,6.18,3.89
8467,0.51,Very Good,J,VS2,61.9,61.0,5.09,5.12,3.16
8468,0.5,Very Good,D,VS1,63.7,57.0,5.08,5.13,3.25
8469,0.31,Premium,I,VVS2,62.2,57.0,4.37,4.34,2.71
8470,0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82
8471,1.38,Premium,G,SI2,58.3,59.0,7.34,7.27,4.26
8472,0.9,Very Good,E,SI1,62.0,62.0,6.11,6.21,3.82
8473,1.27,Good,H,SI2,63.6,58.0,6.82,6.74,4.31
8474,0.47,Fair,D,IF,60.6,60.0,5.09,4.98,3.05
8475,1.7,Premium,G,SI2,62.5,58.0,7.53,7.6,4.73
8476,2.14,Very Good,D,SI2,60.3,60.0,8.31,8.43,5.05
8477,1.01,Ideal,I,VS2,64.1,58.0,6.27,6.21,4.0
8478,1.02,Good,H,I1,64.3,63.0,6.28,6.23,4.02
8479,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05
8480,1.0,Very Good,D,SI2,63.2,56.0,6.38,6.33,4.02
8481,0.7,Good,D,VS1,63.6,60.0,5.61,5.52,3.54
8482,0.47,Premium,D,SI1,60.6,61.0,5.04,5.0,3.04
8483,0.3,Ideal,E,VVS1,62.4,55.0,4.32,4.34,2.7
8484,1.13,Fair,H,I1,64.8,59.0,6.52,6.42,4.19
8485,1.28,Good,J,VS1,59.1,62.0,7.06,7.16,4.2
8486,1.07,Very Good,G,SI1,60.5,62.0,6.6,6.69,4.02
8487,0.9,Premium,H,VVS2,62.0,58.0,6.16,6.13,3.81
8488,0.3,Ideal,I,SI2,62.0,55.0,4.32,4.33,2.68
8489,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79
8490,0.4,Good,E,SI1,60.6,65.0,4.74,4.71,2.86
8491,1.54,Premium,H,VS2,61.9,59.0,7.31,7.33,4.53
8492,0.41,Ideal,G,VVS1,62.4,55.0,4.74,4.78,2.97
8493,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59
8494,1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3
8495,0.28,Very Good,G,VVS2,62.3,56.0,4.16,4.19,2.6
8496,2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0
8497,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71
8498,0.3,Very Good,G,VVS1,63.3,55.0,4.3,4.26,2.71
8499,2.05,Very Good,H,SI2,63.1,58.0,8.05,8.0,5.07
8500,0.32,Very Good,H,SI1,63.1,54.0,4.42,4.36,2.77
8501,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57
8502,1.2,Very Good,F,SI2,62.8,55.0,6.74,6.8,4.25
8503,1.71,Premium,J,VS2,60.3,61.0,7.74,7.69,4.65
8504,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99
8505,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74
8506,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81
8507,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79
8508,0.31,Ideal,E,VS2,61.8,54.0,4.36,4.41,2.71
8509,0.4,Premium,D,SI2,60.0,58.0,4.8,4.84,2.89
8510,0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88
8511,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67
8512,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8
8513,0.38,Ideal,F,VS1,59.8,57.0,4.72,4.75,2.84
8514,0.71,Premium,D,VS2,58.7,61.0,5.88,5.85,3.44
8515,0.7,Premium,G,VVS2,60.2,61.0,5.74,5.66,3.43
8516,0.32,Ideal,D,SI1,62.7,57.0,4.37,4.34,2.73
8517,0.4,Premium,D,SI1,59.9,60.0,4.75,4.77,2.85
8518,0.7,Ideal,D,VS1,61.5,57.0,5.68,5.71,3.5
8519,0.3,Premium,D,VVS2,62.4,58.0,4.26,4.3,2.67
8520,1.21,Premium,H,SI1,61.6,61.0,6.88,6.83,4.22
8521,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97
8522,0.29,Premium,E,SI1,58.4,60.0,4.34,4.32,2.53
8523,0.31,Ideal,F,VVS1,62.3,54.0,4.38,4.39,2.73
8524,1.66,Premium,G,SI2,59.1,58.0,7.77,7.69,4.57
8525,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48
8526,0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64
8527,0.41,Premium,F,VS2,62.6,57.0,4.74,4.71,2.96
